본부,센터,국사,고객번호,20240303,20240302,20240301,20240229,20240228,20240227,20240226,20240225,20230305,20230304,20230303,20230302,20230301,20230228,20230227,20230226
강북/강원,경기북부액세스운용센터,고양,1016228877,25990.6,25662.2,26098.6,33306.1,33384.2,34749.4,34994.2,26578.4,26744.4,26991.0,33379.7,32814.5,27923.6,34077.1,33774.8,26692.7
강북/강원,강원액세스운용센터,정선,0710046331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.4,822.2,1000.1,1016.6,841.1,971.8,975.9,831.2
강북/강원,경기북부액세스운용센터,능곡(본동),1016085174,2532.7,2577.7,2552.6,2698.2,2682.8,2701.6,2696.9,2524.4,3145.2,3195.6,3372.0,3367.3,3185.2,3372.1,3366.6,3137.7
강북/강원,서울강북액세스운용센터,행당,0135143985,15314.6,15166.5,15144.4,16189.1,16359.8,16252.2,16254.6,15632.3,17064.4,17120.5,17736.5,17674.9,16914.9,17859.5,17865.5,16794.8
강북/강원,경기북부액세스운용센터,일산,1016230409,13483.8,13459.7,13506.0,14139.8,14255.2,14366.4,14230.7,13580.8,16081.5,16087.1,16558.1,16431.8,15922.3,16630.5,16326.9,15650.6
강북/강원,서울강북액세스운용센터,은평,0135153232,11589.7,11985.7,11832.2,13268.4,13388.5,13542.8,13407.8,11546.6,12460.3,12821.9,14242.4,14352.8,12554.5,14176.7,14298.2,12310.4
강북/강원,강원액세스운용센터,양양,0710006204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.9,967.4,1058.6,1066.8,949.8,1064.0,1065.7,921.9
강북/강원,경기북부액세스운용센터,의정부(본동),1016223364,4107.6,4199.9,4179.9,4890.1,4916.9,4913.1,5046.4,3935.6,4244.6,4360.9,5399.8,5393.9,4407.7,5505.2,5478.5,4212.4
강북/강원,강원액세스운용센터,동해,0710016275,2690.4,2715.3,2732.6,2961.9,2961.0,3001.1,2980.3,2721.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강북/강원,서울강북액세스운용센터,도봉,0135132087,11738.2,11735.4,11718.5,12699.1,12796.4,12918.4,12786.3,11848.1,13987.2,13970.7,14487.7,14445.7,13806.8,14608.9,14632.2,13706.3
강북/강원,강북/강원코어운용센터,혜화,0135338560,142494.5,141949.4,142130.9,145905.8,146071.4,146801.5,146694.2,143290.8,151875.4,151758.7,153098.6,154254.2,152524.8,154149.8,153591.8,150125.0
강북/강원,서울강북액세스운용센터,전농,0135142940,3441.7,3870.8,3532.3,4138.7,4046.5,4140.8,4160.5,3438.2,3768.3,4019.9,4679.6,4726.3,3816.4,4698.8,4704.6,3622.8
강북/강원,경기북부액세스운용센터,포천,1016005661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강북/강원,강원액세스운용센터,동강릉,0710034683,6546.8,6772.0,6578.2,7279.3,7246.1,7266.1,7473.4,6599.2,7434.3,7577.2,8213.3,8055.8,7610.9,8248.1,8195.7,7363.7
강북/강원,강북/강원ICT기술담당,강원교환국사,1710012090,863.5,770.6,824.4,1399.2,1523.8,1414.0,1639.5,704.4,583.6,839.2,1484.4,1496.1,1118.5,1649.1,1584.3,880.2
강북/강원,강원액세스운용센터,속초,0710015560,4133.9,4185.6,4112.6,5047.6,5117.7,5238.3,5296.7,4469.1,4545.3,4518.7,5152.2,5387.7,4560.4,5358.9,5380.1,4645.2
강북/강원,경기북부액세스운용센터,파주,1016145378,3575.9,3495.7,3532.2,3833.7,3802.9,3933.6,3918.8,3491.3,3923.1,3960.5,4207.3,4300.7,3926.6,4253.3,4224.3,3816.6
강북/강원,강원액세스운용센터,춘천,1710008443,8883.8,9335.8,8797.1,9873.6,10040.0,10504.2,10737.5,8939.4,10283.9,10481.5,12074.2,12344.9,10585.7,12207.7,12312.1,10322.8
강북/강원,강원액세스운용센터,철원,1710023462,996.6,1039.2,1024.9,1090.5,1088.1,1115.4,1108.9,1019.3,752.8,755.4,828.5,832.0,748.7,826.9,821.0,732.1
강북/강원,서울강북액세스운용센터,성수,0135144369,6738.5,6981.4,6670.5,7767.6,7860.1,8658.1,8667.1,6841.6,8477.2,8746.7,9765.0,9803.1,8507.2,9672.2,9787.9,8488.9
강북/강원,서울강북액세스운용센터,아현,0135152769,20716.0,20957.4,21016.9,21529.9,21470.5,21553.6,21633.4,20527.0,22674.7,22725.6,22809.5,22648.4,22326.4,22831.9,22892.4,21804.8
강북/강원,서울강북액세스운용센터,월곡,0135147785,2653.0,2765.1,2761.5,3601.4,3581.9,3575.5,3713.9,2523.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강북/강원,서울강북액세스운용센터,노원(본동),0135134539,7141.1,8525.0,8042.2,9558.7,9528.0,9852.5,9857.2,7227.0,7503.8,8131.4,10393.9,10665.8,8163.4,10288.3,10229.9,7961.5
강북/강원,강원액세스운용센터,대화,0710046803,876.0,942.4,923.0,1040.2,1023.4,1061.8,1012.6,865.9,831.4,843.1,1038.8,1127.3,857.8,1018.1,1046.6,849.6
강북/강원,경기북부액세스운용센터,구리,1016033131,6624.8,6890.9,6747.4,7304.9,7407.5,7540.1,7514.3,6519.7,7668.6,7855.7,8488.4,8733.2,7703.1,8655.3,8761.0,7497.4
강북/강원,경기북부액세스운용센터,화성송신소,0227067893,322.3,310.8,316.9,368.6,353.8,305.9,322.2,338.5,408.4,409.2,408.3,422.1,480.6,502.4,420.1,437.3
강북/강원,강원액세스운용센터,원주,1710012009,12489.4,12883.9,12706.7,14630.1,14840.7,14880.9,15158.8,12567.5,14430.6,14666.6,16552.7,16710.7,14492.1,17054.1,17299.4,14004.8
강북/강원,경기북부액세스운용센터,문산,1016076228,1593.7,1792.1,1736.3,1878.1,1852.6,1893.0,1939.3,1526.4,2069.5,2224.0,2414.6,2465.7,2208.1,2518.0,2502.4,2047.3
강북/강원,강원액세스운용센터,서강릉,0710027307,2406.7,2413.8,2457.3,3538.5,3539.1,3721.2,3767.8,2651.8,3543.4,3516.0,4076.6,4294.3,3402.3,4092.8,4156.9,3475.9
강북/강원,경기북부액세스운용센터,동의정부,1016222917,7283.6,7282.7,7185.5,7573.6,7700.3,7680.2,7900.2,7291.7,8603.5,8559.2,8924.4,9100.6,8438.6,9145.9,9121.6,8325.6
강북/강원,서울강북액세스운용센터,신내,0135287641,876.9,1159.0,905.3,1861.1,1757.6,1921.9,1977.4,1270.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강북/강원,강원액세스운용센터,화천,1710028582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.8,1235.5,1309.4,1326.9,1238.2,1334.4,1337.3,1251.3
강북/강원,경기북부액세스운용센터,동두천,1016071367,2204.1,2612.9,2275.2,2735.7,2863.4,2797.0,2869.2,2174.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
강북/강원,서울강북액세스운용센터,강북,0143938498,4451.4,4919.1,4578.2,5799.2,5817.0,5990.4,6111.1,4554.2,4913.4,5089.1,6476.7,6657.5,4979.7,6550.3,6546.1,5091.0
강북/강원,강원액세스운용센터,남원주(본동),1710015328,4305.7,4193.6,4190.0,4885.1,5170.6,5150.9,5335.4,4220.3,3435.1,3818.5,5242.0,5103.8,3620.9,4984.1,5435.9,3599.2
